ball_1,ball_2,ball_3,ball_4,win_times
18,31,36,37,1
5,7,18,20,1
5,7,18,22,1
5,7,18,31,1
5,7,20,22,1
5,7,20,31,1
5,7,22,31,1
5,18,20,22,1
5,18,20,31,1
5,18,22,31,1
5,20,22,31,1
7,18,20,22,1
7,18,20,31,1
7,18,22,31,1
7,20,22,31,1
18,20,22,31,1
10,16,22,36,1
10,16,22,42,1
10,16,23,36,1
3,13,27,38,1
14,22,25,28,1
20,22,25,28,1
3,8,13,27,1
3,8,13,30,1
3,8,13,38,1
3,8,27,30,1
3,8,27,38,1
3,8,30,38,1
3,13,27,30,1
3,27,30,38,1
1,25,29,41,1
8,13,27,30,1
8,13,27,38,1
13,27,30,38,1
1,5,25,28,1
1,5,25,29,1
1,5,25,41,1
1,5,28,41,1
1,5,29,41,1
1,25,28,29,1
14,20,25,28,1
14,20,22,28,1
14,20,22,25,1
2,22,25,28,1
1,12,30,41,1
1,12,38,41,1
1,18,30,38,1
1,18,30,41,1
1,18,38,41,1
1,30,38,41,1
12,18,30,38,1
12,18,30,41,1
12,18,38,41,1
12,30,38,41,1
18,30,38,41,1
2,14,20,22,1
2,14,20,25,1
2,14,20,28,1
2,14,22,25,1
2,14,22,28,1
2,20,22,25,1
2,20,22,28,1
2,20,25,28,1
1,25,28,41,1
1,28,29,41,1
1,12,18,41,1
19,31,40,41,1
9,19,31,41,1
9,19,40,41,1
9,23,31,40,1
9,23,31,41,1
9,23,40,41,1
9,31,40,41,1
19,23,31,40,1
19,23,31,41,1
19,23,40,41,1
23,31,40,41,1
5,25,28,29,1
6,15,16,39,1
6,15,27,39,1
6,15,27,41,1
6,15,39,41,1
6,16,27,39,1
6,16,27,41,1
6,16,39,41,1
6,27,39,41,1
15,16,27,39,1
9,19,31,40,1
9,19,23,41,1
9,19,23,40,1
9,19,23,31,1
5,25,28,41,1
5,25,29,41,1
5,28,29,41,1
25,28,29,41,1
13,14,35,36,1
13,14,35,37,1
13,14,35,40,1
13,14,36,37,1
13,14,36,40,1
13,14,37,40,1
13,35,36,37,1
13,35,36,40,1
13,35,37,40,1
13,36,37,40,1
14,35,36,37,1
14,35,36,40,1
14,35,37,40,1
14,36,37,40,1
35,36,37,40,1
1,12,30,38,1
1,12,18,38,1
10,16,23,42,1
17,25,31,37,1
21,35,36,40,1
1,17,25,31,1
1,17,25,35,1
1,17,31,35,1
1,17,31,37,1
1,17,35,37,1
1,25,35,37,1
1,31,35,37,1
17,25,31,35,1
17,25,35,37,1
12,18,20,29,1
17,31,35,37,1
25,31,35,37,1
9,12,18,20,1
9,12,18,27,1
9,12,18,29,1
9,12,27,29,1
9,18,20,27,1
9,18,20,29,1
9,20,27,29,1
15,35,36,40,1
15,21,36,40,1
15,21,35,40,1
15,21,35,36,1
10,16,36,42,1
10,22,23,36,1
10,22,23,42,1
10,22,36,42,1
10,23,36,42,1
16,22,23,42,1
16,22,36,42,1
16,23,36,42,1
22,23,36,42,1
1,15,21,35,1
1,15,21,36,1
1,15,21,40,1
1,15,35,36,1
1,15,35,40,1
1,15,36,40,1
1,21,35,36,1
1,21,35,40,1
1,21,36,40,1
1,35,36,40,1
12,18,20,27,1
12,18,27,29,1
25,26,28,41,1
20,23,25,41,1
5,30,39,40,1
5,32,39,40,1
12,30,32,39,1
12,30,32,40,1
12,30,39,40,1
12,32,39,40,1
30,32,39,40,1
20,23,25,26,1
20,23,25,28,1
20,23,26,28,1
12,20,27,29,1
20,23,26,41,1
20,25,26,28,1
20,25,26,41,1
20,25,28,41,1
20,26,28,41,1
23,25,26,28,1
23,25,26,41,1
23,25,28,41,1
23,26,28,41,1
5,30,32,40,1
5,30,32,39,1
5,12,39,40,1
5,12,32,40,1
18,20,27,29,1
16,17,21,33,1
16,17,21,39,1
16,17,21,41,1
16,17,33,39,1
16,17,33,41,1
16,17,39,41,1
16,21,33,39,1
16,21,33,41,1
16,21,39,41,1
16,33,39,41,1
17,21,33,39,1
17,21,33,41,1
17,33,39,41,1
21,33,39,41,1
5,12,30,32,1
5,12,30,39,1
5,12,30,40,1
5,12,32,39,1
18,22,23,26,1
4,22,26,30,1
14,20,27,30,1
13,34,37,39,1
5,13,34,37,1
5,13,34,39,1
5,13,37,39,1
5,22,34,37,1
5,22,34,39,1
5,22,37,39,1
5,34,37,39,1
13,22,34,39,1
13,22,37,39,1
22,34,37,39,1
5,13,22,37,1
9,13,29,35,1
9,13,29,40,1
9,13,30,35,1
9,13,30,40,1
9,13,35,40,1
9,29,30,35,1
9,29,30,40,1
9,29,35,40,1
9,30,35,40,1
5,13,22,39,1
5,13,22,34,1
4,22,23,30,1
1,9,14,39,1
6,17,20,37,1
6,17,20,39,1
6,17,37,39,1
6,20,37,39,1
7,17,20,37,1
7,17,20,39,1
7,17,37,39,1
17,20,37,39,1
1,9,14,21,1
1,9,14,42,1
14,21,39,42,1
1,9,21,39,1
1,9,21,42,1
1,9,39,42,1
1,14,21,39,1
1,14,39,42,1
9,14,21,39,1
9,14,21,42,1
9,14,39,42,1
9,21,39,42,1
13,29,30,35,1
13,29,30,40,1
13,29,35,40,1
11,27,33,41,1
12,13,27,34,1
12,13,27,35,1
12,27,34,35,1
13,27,34,35,1
11,27,29,30,1
11,27,29,33,1
11,27,29,41,1
11,27,30,33,1
11,27,30,41,1
11,29,30,33,1
13,30,35,40,1
11,29,30,41,1
11,29,33,41,1
11,30,33,41,1
27,29,30,33,1
27,29,30,41,1
27,30,33,41,1
29,30,33,41,1
1,10,16,30,1
1,10,16,41,1
4,27,34,35,1
4,13,34,35,1
4,13,27,35,1
4,12,34,35,1
29,30,35,40,1
1,3,5,13,1
22,23,25,31,1
1,3,5,34,1
1,3,13,26,1
1,3,13,34,1
1,3,26,34,1
1,5,13,26,1
1,5,13,34,1
1,5,26,34,1
1,13,26,34,1
3,5,13,26,1
3,5,26,34,1
3,13,26,34,1
5,13,26,34,1
4,12,13,27,1
4,12,13,34,1
4,12,13,35,1
4,12,27,34,1
6,7,37,39,1
6,7,20,39,1
6,7,20,37,1
7,16,20,39,1
2,7,16,39,1
2,7,18,39,1
2,7,20,39,1
2,16,18,20,1
2,16,18,39,1
2,16,20,39,1
2,18,20,39,1
7,16,18,20,1
7,16,18,39,1
7,18,20,39,1
11,13,18,33,1
10,11,13,18,1
10,11,13,28,1
10,11,13,33,1
10,11,18,28,1
10,11,18,33,1
10,11,28,33,1
10,13,18,33,1
10,13,28,33,1
10,18,28,33,1
2,7,16,20,1
2,7,16,18,1
28,31,33,42,1
2,31,33,42,1
14,20,27,36,1
14,20,30,36,1
14,27,30,36,1
18,20,27,30,1
18,20,27,36,1
18,20,30,36,1
18,27,30,36,1
20,27,30,36,1
1,2,28,33,1
1,2,28,42,1
1,2,31,33,1
1,2,31,42,1
1,2,33,42,1
1,28,31,33,1
1,28,31,42,1
1,28,33,42,1
1,31,33,42,1
2,28,31,42,1
2,28,33,42,1
11,13,18,28,1
11,13,28,33,1
6,7,17,39,1
1,3,36,41,1
2,17,18,21,1
2,17,18,24,1
2,18,21,24,1
17,18,21,24,1
1,3,5,6,1
1,3,5,36,1
1,3,5,41,1
1,3,6,36,1
1,3,6,41,1
1,5,6,36,1
11,18,28,33,1
1,5,6,41,1
1,6,36,41,1
3,5,6,36,1
3,5,6,41,1
3,5,36,41,1
3,6,36,41,1
5,6,36,41,1
6,7,17,20,1
6,7,17,37,1
1,18,21,24,1
1,17,21,24,1
1,17,18,24,1
1,2,21,24,1
13,18,28,33,1
6,16,21,26,1
6,16,21,33,1
6,16,21,34,1
6,16,26,33,1
6,16,26,34,1
6,16,33,34,1
6,21,26,33,1
6,21,26,34,1
6,21,33,34,1
16,21,26,33,1
16,21,26,34,1
16,21,33,34,1
16,26,33,34,1
21,26,33,34,1
1,2,17,18,1
1,2,17,24,1
1,2,18,21,1
1,2,18,24,1
1,10,30,37,1
1,10,30,41,1
1,10,37,41,1
5,9,18,22,1
10,11,19,32,1
10,11,27,32,1
10,13,19,27,1
10,13,27,32,1
10,19,27,32,1
11,13,19,27,1
11,13,19,32,1
11,19,27,32,1
13,19,27,32,1
5,9,18,26,1
9,22,26,41,1
5,9,18,41,1
5,9,22,26,1
5,9,22,41,1
5,9,26,41,1
5,18,22,26,1
5,18,22,41,1
5,18,26,41,1
9,18,22,26,1
9,18,22,41,1
10,11,13,32,1
10,11,13,27,1
10,11,13,19,1
29,33,34,37,1
5,8,16,26,1
5,16,19,26,1
7,8,16,19,1
7,8,16,26,1
7,8,19,26,1
7,16,19,26,1
8,16,19,26,1
4,17,29,34,1
4,17,29,37,1
4,17,33,34,1
4,17,33,37,1
4,17,34,37,1
4,29,33,37,1
4,29,34,37,1
4,33,34,37,1
17,29,33,34,1
17,29,33,37,1
17,29,34,37,1
17,33,34,37,1
9,18,26,41,1
18,22,26,41,1
5,7,16,26,1
4,10,34,41,1
32,37,38,39,1
4,6,10,16,1
4,6,10,34,1
4,6,10,41,1
4,6,16,34,1
4,6,16,41,1
4,6,34,41,1
4,10,16,34,1
4,10,16,41,1
6,10,16,34,1
3,13,16,33,1
6,10,16,41,1
6,10,34,41,1
10,16,34,41,1
4,18,22,23,1
4,18,22,30,1
4,18,23,26,1
4,18,23,30,1
4,18,26,30,1
4,22,23,26,1
32,33,38,39,1
32,33,37,39,1
32,33,37,38,1
16,33,37,39,1
3,13,16,34,1
3,13,16,41,1
3,13,33,34,1
3,13,33,41,1
3,16,33,34,1
3,16,33,41,1
3,16,34,41,1
3,33,34,41,1
13,16,33,34,1
13,16,33,41,1
13,33,34,41,1
16,33,34,41,1
16,32,33,37,1
16,32,33,38,1
16,32,33,39,1
16,32,37,38,1
16,32,37,39,1
16,32,38,39,1
16,33,37,38,1
5,7,19,26,1
5,7,16,19,1
1,16,30,37,1
9,13,18,26,1
7,13,19,30,1
7,13,19,31,1
7,13,19,42,1
7,19,30,31,1
7,19,30,42,1
7,19,31,42,1
13,19,30,31,1
13,19,30,42,1
13,19,31,42,1
9,13,18,27,1
13,26,27,29,1
9,13,18,29,1
9,13,26,27,1
9,13,26,29,1
9,13,27,29,1
9,18,26,27,1
9,18,26,29,1
9,26,27,29,1
13,18,26,27,1
13,18,26,29,1
10,18,33,41,1
9,18,33,41,1
9,10,33,41,1
9,10,18,41,1
1,16,30,41,1
1,16,37,41,1
1,30,37,41,1
10,16,30,37,1
10,16,30,41,1
10,16,37,41,1
10,30,37,41,1
16,30,37,41,1
2,9,10,18,1
2,9,10,33,1
2,9,10,41,1
2,9,18,33,1
2,9,18,41,1
2,9,33,41,1
2,10,18,33,1
2,10,18,41,1
2,10,33,41,1
2,18,33,41,1
9,10,18,33,1
13,18,27,29,1
18,26,27,29,1
5,7,8,26,1
2,5,22,36,1
4,11,14,34,1
4,11,18,34,1
4,14,18,34,1
11,14,18,34,1
2,5,6,13,1
2,5,6,22,1
2,5,6,36,1
2,5,13,22,1
2,5,13,36,1
2,6,13,22,1
2,6,11,19,1
2,6,13,36,1
2,6,22,36,1
5,6,13,22,1
5,6,13,36,1
5,6,22,36,1
5,13,22,36,1
6,13,22,36,1
5,7,8,16,1
5,7,8,19,1
4,11,14,18,1
1,14,18,34,1
1,11,18,34,1
1,11,14,34,1
2,6,11,21,1
2,6,11,28,1
2,6,19,21,1
2,6,19,28,1
2,6,21,28,1
2,11,19,28,1
2,11,21,28,1
2,19,21,28,1
6,11,19,21,1
6,11,19,28,1
6,11,21,28,1
6,19,21,28,1
11,19,21,28,1
1,4,11,14,1
1,4,11,34,1
1,4,14,18,1
1,4,14,34,1
1,4,18,34,1
1,11,14,18,1
22,23,25,42,1
13,20,29,33,1
7,25,31,42,1
19,20,24,35,1
19,20,35,39,1
19,24,35,39,1
20,24,35,39,1
8,17,23,35,1
8,17,23,37,1
8,17,35,37,1
8,17,35,38,1
8,17,37,38,1
8,23,35,37,1
8,23,35,38,1
8,23,37,38,1
8,35,37,38,1
17,23,35,37,1
17,23,35,38,1
17,23,37,38,1
17,35,37,38,1
23,35,37,38,1
2,10,17,38,1
2,10,37,38,1
2,10,37,42,1
2,10,38,42,1
19,20,24,39,1
14,20,35,39,1
12,14,30,36,1
14,20,24,39,1
2,7,30,34,1
2,7,30,36,1
2,7,30,40,1
2,7,34,36,1
2,7,34,40,1
2,7,36,40,1
2,30,34,36,1
2,30,34,40,1
2,30,36,40,1
2,34,36,40,1
7,30,34,36,1
7,30,34,40,1
7,30,36,40,1
7,34,36,40,1
14,19,20,24,1
14,19,20,35,1
14,19,20,39,1
14,19,24,35,1
14,19,24,39,1
14,19,35,39,1
14,20,24,35,1
2,17,37,38,1
2,17,37,42,1
2,17,38,42,1
2,37,38,42,1
7,24,25,37,1
7,24,25,42,1
7,24,37,42,1
7,25,37,42,1
24,25,37,42,1
13,16,22,35,1
13,16,22,42,1
13,16,33,35,1
13,16,33,42,1
13,16,35,42,1
13,22,33,35,1
13,22,35,42,1
13,33,35,42,1
16,22,33,35,1
16,22,33,42,1
16,22,35,42,1
16,33,35,42,1
22,33,35,42,1
1,2,25,26,1
1,2,25,31,1
1,2,25,40,1
3,24,37,42,1
3,24,25,42,1
3,24,25,37,1
6,19,25,30,1
10,17,37,38,1
10,17,37,42,1
10,17,38,42,1
10,37,38,42,1
6,15,19,25,1
6,15,19,30,1
6,15,25,30,1
6,15,25,39,1
6,15,30,39,1
6,19,25,39,1
3,7,37,42,1
6,19,30,39,1
15,19,25,30,1
15,19,25,39,1
15,19,30,39,1
15,25,30,39,1
19,25,30,39,1
3,7,24,25,1
3,7,24,37,1
3,7,25,42,1
16,18,36,40,1
12,18,36,40,1
12,16,36,40,1
10,17,19,21,1
8,30,37,40,1
8,34,36,37,1
8,34,36,40,1
8,34,37,40,1
8,36,37,40,1
30,34,37,40,1
30,36,37,40,1
34,36,37,40,1
15,16,17,19,1
15,16,17,30,1
15,16,17,33,1
15,16,19,30,1
15,16,19,33,1
15,16,30,33,1
15,17,19,30,1
15,17,19,33,1
15,17,30,33,1
15,19,30,33,1
16,17,19,33,1
16,17,30,33,1
16,19,30,33,1
8,30,36,40,1
8,30,36,37,1
8,30,34,40,1
2,11,35,38,1
7,8,9,34,1
7,8,33,34,1
7,9,33,34,1
8,9,33,34,1
2,11,29,32,1
2,11,29,35,1
2,11,29,38,1
2,11,32,35,1
2,11,32,38,1
2,29,32,35,1
8,30,34,37,1
2,29,32,38,1
2,29,35,38,1
2,32,35,38,1
11,29,32,35,1
11,29,32,38,1
11,29,35,38,1
11,32,35,38,1
29,32,35,38,1
8,30,34,36,1
17,19,30,33,1
10,17,19,32,1
12,16,18,40,1
10,17,19,35,1
2,5,27,32,1
2,5,27,40,1
2,5,32,40,1
2,25,27,32,1
2,25,27,40,1
2,25,32,40,1
2,27,32,40,1
5,25,27,32,1
5,25,27,40,1
5,25,32,40,1
5,27,32,40,1
4,12,16,18,1
4,12,16,40,1
4,12,18,36,1
4,12,18,40,1
4,12,36,40,1
4,16,18,36,1
4,16,18,40,1
4,16,36,40,1
4,18,36,40,1
12,16,18,36,1
2,5,25,40,1
2,5,25,32,1
7,25,39,42,1
17,21,32,35,1
10,17,21,35,1
10,17,32,35,1
10,19,21,32,1
10,19,21,35,1
10,19,32,35,1
10,21,32,35,1
17,19,21,32,1
17,19,21,35,1
17,19,32,35,1
19,21,32,35,1
7,9,25,42,1
6,7,9,25,1
6,7,9,39,1
6,7,9,42,1
6,7,25,39,1
6,7,25,42,1
6,7,39,42,1
6,9,25,42,1
6,9,39,42,1
7,9,25,39,1
1,2,26,31,1
1,2,26,40,1
1,2,31,40,1
12,19,27,38,1
5,12,21,42,1
5,12,36,42,1
5,21,36,42,1
10,12,21,36,1
10,12,21,42,1
10,12,36,42,1
10,21,36,42,1
12,21,36,42,1
2,3,9,14,1
2,3,9,26,1
2,3,9,37,1
2,3,14,26,1
2,3,14,37,1
2,3,26,37,1
2,9,14,37,1
3,9,14,26,1
3,9,14,37,1
3,9,26,37,1
3,14,26,37,1
9,14,26,37,1
12,19,27,31,1
5,12,21,36,1
5,10,36,42,1
5,10,21,42,1
2,29,37,40,1
16,18,20,38,1
17,18,20,38,1
2,6,29,37,1
2,6,29,38,1
2,6,29,40,1
2,6,37,38,1
2,6,37,40,1
2,6,38,40,1
2,29,37,38,1
2,29,38,40,1
5,10,21,36,1
2,37,38,40,1
6,29,37,38,1
6,29,37,40,1
6,29,38,40,1
6,37,38,40,1
29,37,38,40,1
5,10,12,21,1
5,10,12,36,1
5,10,12,42,1
12,19,27,33,1
12,19,31,33,1
16,17,18,38,1
12,19,31,38,1
3,11,25,30,1
3,11,25,40,1
3,11,30,40,1
3,18,25,30,1
3,18,25,40,1
3,18,30,40,1
3,25,30,40,1
11,18,25,30,1
11,18,25,40,1
11,18,30,40,1
11,25,30,40,1
18,25,30,40,1
3,12,14,30,1
3,12,14,36,1
3,12,16,30,1
3,12,16,36,1
3,12,30,36,1
3,14,16,30,1
3,14,16,36,1
3,14,30,36,1
3,16,30,36,1
3,11,18,40,1
3,11,18,25,1
30,35,36,39,1
23,24,30,36,1
12,27,31,33,1
12,27,31,38,1
12,27,33,38,1
12,31,33,38,1
19,27,31,33,1
19,27,31,38,1
19,27,33,38,1
27,31,33,38,1
23,24,30,35,1
23,24,30,39,1
24,35,36,39,1
23,24,35,36,1
23,24,35,39,1
23,24,36,39,1
23,30,35,36,1
23,30,35,39,1
23,35,36,39,1
24,30,35,36,1
24,30,35,39,1
24,30,36,39,1
16,17,20,38,1
16,17,18,20,1
1,25,26,31,1
1,5,6,13,1
2,16,28,36,1
2,16,28,38,1
2,21,28,36,1
2,21,28,38,1
2,21,36,38,1
2,28,36,38,1
16,21,28,36,1
16,21,28,38,1
16,21,36,38,1
16,28,36,38,1
19,31,33,34,1
19,31,33,40,1
19,31,34,38,1
19,31,34,40,1
19,31,38,40,1
19,33,34,40,1
19,33,38,40,1
19,34,38,40,1
31,33,34,40,1
31,33,38,40,1
31,34,38,40,1
2,16,21,38,1
2,16,21,28,1
17,34,40,41,1
3,9,17,40,1
1,25,26,40,1
1,25,31,40,1
1,26,31,40,1
2,25,26,31,1
2,25,26,40,1
2,25,31,40,1
2,26,31,40,1
25,26,31,40,1
3,9,17,34,1
3,9,17,41,1
9,34,40,41,1
3,9,34,40,1
3,9,40,41,1
3,17,34,40,1
3,17,34,41,1
3,17,40,41,1
3,34,40,41,1
9,17,34,40,1
9,17,34,41,1
9,17,40,41,1
1,5,6,12,1
1,5,6,25,1
3,17,20,38,1
1,5,12,13,1
21,26,37,41,1
14,15,33,39,1
14,15,33,41,1
14,15,34,39,1
14,15,34,41,1
14,15,39,41,1
14,33,34,39,1
14,33,34,41,1
14,33,39,41,1
14,34,39,41,1
15,33,34,39,1
15,34,39,41,1
33,34,39,41,1
3,16,17,18,1
3,16,17,20,1
3,16,17,38,1
3,16,18,20,1
3,16,18,38,1
3,16,20,38,1
3,17,18,20,1
3,17,18,38,1
16,26,37,41,1
16,21,37,41,1
16,21,26,37,1
5,12,13,25,1
1,5,12,25,1
1,5,13,25,1
1,6,12,13,1
1,6,12,25,1
1,6,13,25,1
1,12,13,25,1
5,6,12,13,1
5,6,12,25,1
5,6,13,25,1
6,12,13,25,1
3,26,37,41,1
3,16,21,26,1
3,16,21,37,1
3,16,21,41,1
3,16,26,37,1
3,16,26,41,1
3,16,37,41,1
3,21,26,37,1
3,21,26,41,1
3,21,37,41,1
1,9,33,34,1
1,8,33,34,1
1,8,9,34,1
12,20,31,37,1
24,25,30,31,1
24,25,30,37,1
24,25,31,37,1
24,30,31,37,1
25,30,31,37,1
6,11,13,42,1
6,11,19,38,1
6,11,19,42,1
6,11,38,42,1
6,13,19,38,1
6,13,19,42,1
6,13,38,42,1
6,19,38,42,1
11,13,19,38,1
11,13,19,42,1
11,13,38,42,1
11,19,38,42,1
13,19,38,42,1
12,20,30,31,1
12,20,30,35,1
12,20,30,37,1
1,30,31,37,1
1,24,31,37,1
1,24,30,37,1
3,13,29,32,1
12,17,20,32,1
12,17,25,32,1
12,20,25,32,1
17,20,25,32,1
3,13,15,17,1
3,13,15,29,1
3,13,15,32,1
3,13,17,29,1
3,13,17,32,1
3,15,17,29,1
1,24,30,31,1
3,15,29,32,1
3,17,29,32,1
13,15,17,29,1
13,15,17,32,1
13,15,29,32,1
15,17,29,32,1
1,24,25,30,1
1,24,25,31,1
1,24,25,37,1
12,20,31,35,1
12,20,35,37,1
10,20,25,32,1
12,30,31,35,1
1,5,16,39,1
1,5,25,39,1
1,14,16,25,1
1,14,16,39,1
1,14,25,39,1
1,16,25,39,1
13,14,16,28,1
13,14,16,32,1
13,14,16,42,1
13,14,28,32,1
13,14,28,42,1
13,14,32,42,1
13,16,28,32,1
13,16,28,42,1
13,28,32,42,1
14,16,28,32,1
14,16,28,42,1
14,16,32,42,1
14,28,32,42,1
16,28,32,42,1
9,23,26,31,1
1,5,16,25,1
1,5,14,39,1
1,5,14,25,1
4,5,13,42,1
12,30,31,37,1
12,30,35,37,1
12,31,35,37,1
20,30,31,37,1
20,30,35,37,1
20,31,35,37,1
30,31,35,37,1
4,5,13,40,1
4,5,13,41,1
4,5,40,42,1
13,40,41,42,1
4,5,41,42,1
4,13,40,41,1
4,13,40,42,1
4,13,41,42,1
4,40,41,42,1
5,13,40,41,1
5,13,40,42,1
5,13,41,42,1
5,40,41,42,1
12,17,20,25,1
10,17,25,32,1
9,23,26,36,1
4,8,10,22,1
5,6,20,39,1
5,9,13,20,1
5,9,13,39,1
5,9,20,39,1
5,13,20,39,1
6,9,13,20,1
6,9,13,39,1
6,9,20,39,1
9,13,20,39,1
2,19,21,24,1
2,19,21,29,1
2,19,21,38,1
2,19,24,29,1
2,19,24,38,1
2,19,29,38,1
2,21,24,29,1
2,21,24,38,1
2,21,29,38,1
19,21,24,29,1
19,21,24,38,1
19,21,29,38,1
5,6,13,39,1
5,6,13,20,1
5,6,9,39,1
6,14,39,42,1
5,6,16,30,1
5,6,16,31,1
5,6,30,31,1
6,16,30,31,1
6,14,23,27,1
6,14,23,39,1
6,14,23,42,1
6,14,27,39,1
6,14,27,42,1
6,23,27,39,1
5,6,9,20,1
6,23,27,42,1
6,23,39,42,1
6,27,39,42,1
14,23,27,39,1
14,23,27,42,1
14,23,39,42,1
14,27,39,42,1
23,27,39,42,1
5,6,9,13,1
19,24,29,38,1
4,8,10,30,1
10,17,20,32,1
4,8,10,37,1
9,21,24,40,1
15,21,24,40,1
2,10,17,20,1
2,10,20,37,1
2,10,20,41,1
2,10,37,41,1
2,17,20,37,1
2,17,20,41,1
2,17,37,41,1
10,17,20,37,1
10,17,20,41,1
10,17,37,41,1
10,20,37,41,1
17,20,37,41,1
10,12,17,20,1
10,12,17,25,1
10,12,17,32,1
10,12,20,25,1
10,12,20,32,1
10,12,25,32,1
10,17,20,25,1
9,15,24,40,1
9,15,21,40,1
9,15,21,24,1
8,10,30,37,1
4,8,22,30,1
4,8,22,37,1
4,8,30,37,1
4,10,22,30,1
4,10,22,37,1
4,10,30,37,1
4,22,30,37,1
8,10,22,30,1
8,10,22,37,1
8,22,30,37,1
2,21,24,40,1
10,22,30,37,1
2,9,15,21,1
2,9,15,40,1
2,9,21,24,1
2,9,21,40,1
2,9,24,40,1
2,15,21,24,1
2,15,21,40,1
2,15,24,40,1
9,23,26,33,1
9,23,31,33,1
1,8,9,33,1
28,33,36,37,1
11,12,31,41,1
11,16,21,31,1
11,16,21,41,1
11,16,31,41,1
11,21,31,41,1
12,16,21,31,1
12,16,21,41,1
12,16,31,41,1
12,21,31,41,1
16,21,31,41,1
21,22,28,36,1
21,22,28,37,1
21,22,33,36,1
21,22,33,37,1
21,22,36,37,1
21,28,33,36,1
21,28,33,37,1
21,28,36,37,1
21,33,36,37,1
22,28,33,36,1
22,28,33,37,1
11,12,21,41,1
11,12,21,31,1
11,12,16,41,1
5,13,29,36,1
3,11,16,27,1
3,15,16,27,1
6,11,15,16,1
6,11,15,27,1
6,11,16,27,1
11,15,16,27,1
5,13,23,29,1
5,13,23,31,1
5,13,23,36,1
5,13,31,36,1
11,12,16,31,1
5,23,29,31,1
5,23,31,36,1
5,29,31,36,1
13,23,29,31,1
13,23,29,36,1
13,23,31,36,1
13,29,31,36,1
23,29,31,36,1
11,12,16,21,1
22,33,36,37,1
3,7,9,24,1
3,11,15,16,1
3,7,9,31,1
11,16,17,25,1
12,16,17,25,1
1,11,22,29,1
1,11,22,31,1
1,11,22,34,1
1,11,29,31,1
1,11,29,34,1
1,11,31,34,1
1,22,29,31,1
1,22,29,34,1
1,22,31,34,1
1,29,31,34,1
11,22,29,31,1
11,22,29,34,1
11,22,31,34,1
22,29,31,34,1
1,7,8,33,1
1,7,8,34,1
1,7,9,33,1
1,7,9,34,1
1,7,33,34,1
11,12,17,25,1
11,12,16,25,1
11,12,16,17,1
7,24,31,42,1
3,7,9,42,1
3,7,24,31,1
3,7,31,42,1
3,9,24,31,1
3,9,31,42,1
3,24,31,42,1
7,9,24,31,1
7,9,24,42,1
7,9,31,42,1
9,24,31,42,1
8,16,17,25,1
8,11,12,16,1
8,11,12,17,1
8,11,12,25,1
8,11,16,17,1
8,11,16,25,1
8,11,17,25,1
8,12,16,17,1
8,12,16,25,1
8,12,17,25,1
3,11,15,27,1
3,6,16,27,1
9,23,31,36,1
13,18,28,30,1
3,5,11,37,1
3,5,26,35,1
3,5,26,37,1
3,5,35,37,1
3,11,26,35,1
3,11,26,37,1
3,11,35,37,1
3,26,35,37,1
5,11,26,35,1
5,11,26,37,1
5,11,35,37,1
5,26,35,37,1
11,26,35,37,1
10,13,18,30,1
10,13,18,38,1
10,13,28,30,1
10,13,28,38,1
10,13,30,38,1
10,18,28,30,1
10,18,28,38,1
10,18,30,38,1
3,5,11,26,1
25,28,33,36,1
12,28,33,36,1
11,12,25,28,1
9,23,33,36,1
9,26,31,33,1
9,26,31,36,1
9,26,33,36,1
23,26,31,33,1
23,26,31,36,1
23,26,33,36,1
23,31,33,36,1
26,31,33,36,1
11,12,25,33,1
12,25,33,36,1
11,12,25,36,1
11,12,28,33,1
11,12,28,36,1
11,12,33,36,1
11,25,28,33,1
11,25,28,36,1
11,28,33,36,1
12,25,28,33,1
12,25,28,36,1
10,28,30,38,1
13,18,28,38,1
3,6,15,27,1
13,28,30,38,1
8,18,35,41,1
9,12,18,35,1
9,12,18,41,1
9,12,35,41,1
9,18,35,41,1
12,18,35,41,1
2,11,18,39,1
2,11,18,40,1
2,11,27,39,1
2,11,27,40,1
2,11,39,40,1
2,18,27,39,1
2,18,27,40,1
2,18,39,40,1
2,27,39,40,1
11,18,27,39,1
11,18,39,40,1
11,27,39,40,1
18,27,39,40,1
3,6,11,15,1
3,6,11,27,1
8,12,35,41,1
8,12,18,41,1
8,12,18,35,1
2,24,26,40,1
18,28,30,38,1
2,6,16,26,1
2,6,16,40,1
2,6,24,26,1
2,6,24,40,1
2,6,26,40,1
2,16,24,26,1
2,16,24,40,1
2,16,26,40,1
6,16,24,26,1
8,9,35,41,1
6,16,24,40,1
6,16,26,40,1
6,24,26,40,1
16,24,26,40,1
8,9,12,18,1
8,9,12,35,1
8,9,12,41,1
8,9,18,35,1
8,9,18,41,1
12,14,16,30,1
12,16,30,36,1
7,23,25,42,1
19,21,36,41,1
6,12,19,22,1
6,12,19,40,1
6,12,21,22,1
6,12,21,40,1
6,12,22,40,1
6,19,21,22,1
6,19,21,40,1
6,19,22,40,1
6,21,22,40,1
12,19,21,40,1
12,19,22,40,1
12,21,22,40,1
2,22,23,26,1
2,22,23,30,1
2,22,23,41,1
2,22,26,30,1
2,22,26,41,1
2,22,30,41,1
2,23,26,30,1
2,23,26,41,1
2,23,30,41,1
6,12,19,21,1
7,21,36,41,1
14,16,30,36,1
7,19,36,41,1
2,11,15,24,1
2,11,15,25,1
